"","col.0h.1","col.0h.2","col.0h.3","col.24h.1","col.24h.2","col.24h.3","col.3h.1","col.3h.2","col.3h.3"
"AT1G31650",1488.9289027316,1500.29490288311,1481.25570899671,749.145869666819,652.368476328498,562.126760547679,1200.9038474846,1474.11060615083,1336.39984826102
"AT1G31660",1063.2527554771,1253.82401729212,1286.73755942393,2463.93389243628,1936.09517209891,2216.58097871133,958.148398988482,1086.5464269178,1064.50468393764
"AT1G31690",679.769177884391,518.705278386603,464.898377478941,517.75830747615,247.921031261716,245.146558859535,431.258732366217,369.991999821964,392.291547049593
"AT1G31710",811.034950165515,785.786969741295,814.058455962079,466.211573324763,649.21693779551,491.433334271906,818.380110460411,861.036791142408,825.718524863977
"AT1G31720",18.7522531830177,21.4695893371938,26.2599501923251,22.9096596228385,19.9597440422568,22.804331056701,22.0686771360111,26.3582691166043,28.0924893027842
"AT1G31730",2216.51632623269,2262.89471614023,2387.71028600586,2752.59560368404,2943.53698981071,2754.76319164948,2380.6585460472,2726.61650528429,2786.17295692256
"AT1G31750",55.3191468899022,42.9391786743877,23.3421779487334,29.78255750969,33.6164110185377,23.944547609536,53.3326364120268,37.0968232011468,33.1090052497099
"AT1G31760",135.953835576878,134.829021037577,146.861202927448,128.294093887896,150.22333673909,123.143387706185,115.860554964058,96.6469867608825,108.356744453596
"AT1G31770",1049.18856558984,911.169371470507,1009.54919628272,468.502539287047,511.599755188371,354.6073479317,795.3919051104,722.411820232859,756.490604796402
"AT1G31772",0.937612659150884,0.858783573487754,7.78072598291115,1.14548298114192,0,2.2804331056701,1.83905642800092,0,1.00330318938515
"AT1G31780",878.543061624378,874.241677810533,977.453701603213,1057.280791594,1093.58387094681,1017.07316512886,908.493875432457,955.731313524283,1061.49477436949
"AT1G31790",72.1961747546181,74.7141708934346,67.1087616026087,158.076651397586,158.627439493725,199.537896746133,73.562257120037,84.9322004868362,96.3171061809742
"AT1G31800",3087.55848658386,3229.88501988744,3235.80941814317,1993.14038718695,2202.92543455855,2145.88755243556,2346.63600212918,2742.23622031635,2616.61471791647
"AT1G31810",970.429102221165,1015.08218386252,1085.41127461611,785.80132506336,901.340020434543,877.966745682987,844.126900452424,937.182901923709,897.956354499708
"AT1G31812",6752.68637120467,6913.20776657642,6193.45788239727,5627.75788635028,5578.2232033886,6016.92274931055,6723.59030077138,5511.80694193882,5915.47560461483
"AT1G31814",170.645503965461,209.543191931012,174.093743867637,203.895970643263,197.496414733909,192.696597429123,182.986114586092,143.506131857068,144.475659271461
"AT1G31817",814.785400802118,804.680208358025,784.880733526162,879.730929516998,887.683353458262,994.268834072162,693.324273356348,708.744569579805,707.32874851653
"AT1G31820",303.786501564886,341.795862248126,467.816149722533,77.8928427176509,75.6369247917099,91.2173242268039,282.295161698142,359.253445737422,400.317972564674
"AT1G31830",460.367815643084,466.31948040385,437.665836538752,806.420018723915,794.187710312954,659.045167538658,425.741563082214,386.58794704353,423.393945920533
"AT1G31835",44.0677949800916,56.6797158501917,64.190989359017,63.0015639628059,53.5761550607945,61.5716938530926,34.9420721320176,43.9304485276739,48.1585530904871
"AT1G31840",30.9412177519792,34.3513429395101,39.8762206624196,96.2205704159217,82.990514702015,98.0586235438142,30.3444310620152,44.9066807171777,42.1387339541762
"AT1G31850",1396.10524947567,1258.97671873305,1219.62879782132,4974.83258709938,5465.81832904537,5042.03759663658,1378.37279278669,1189.05080681571,1245.09925802697
"AT1G31860",1154.20118341474,1116.41864553408,1197.25921062045,836.202576233605,833.056685553138,836.918949780926,924.125855070464,1005.51915518898,979.223912839905
"AT1G06457",0,0.858783573487754,0,0,0,0,1.83905642800092,0,0
"AT1G06463",1.87522531830177,0.858783573487754,2.91777224359168,0,0,0,1.83905642800092,0,2.0066063787703
"AT1G31870",605.697777811471,649.240381556742,617.595124893572,989.697295706623,942.310021363386,1038.73727963273,743.898325126374,721.435588043355,767.526939879639
